id,transliteration,translation
46679,el-lu-√tum zi∫-mu-si-na i¥-a-ad-ru,(Now) their bright faces are dark (forever)
46680,el-lu-√tum zi∫-mu-si-na i¥-a-ad-ru,So now (the people's) clear countenances are turned grim
46681,X_0 pa-ni-ia ub-lu-ú-nim,Y_0 ù immerº (brought to my presence)
46682,a-na 1/2 GÍN-šú GAL-bi,(the silver) shall increase by 1/2 shekel (per shekel)
46683,1/2 GÍN ša ITU-šú GAL-bi,It will increase by half shekel per month.
46684,šum-ma la-din 1/2 GÍN X_0 ITU-šú GAL-bi,"If he fails to Y_0 back, it will increase 1/2 shekels monthly."
46685,šum-ma NU i-din X_0 1/2 GÍN-šú GAL-bi,"if he fails Y_0 give it back, it will increase by one-half."
46686,1/2 GÍN ša ITU GAL-bi,It will increase by one-half shekel per month.
46687,"ßá ITU ina UGU-hi 1 ma-né-e n G‡N KU"".BABBAR URÌ.RA ina UGU-hi (-ßú) GAL-bi (i-rab-bi/bu)",it will increase monthly per mina n shekels of silver as interest to his debit
46689,a-na mi-ni uß-ßi-ir,Why did (the king) send
46690,la-a yi-li-ú la-qa-[ßi-na],they have proved unable to take them
46692,ki-e-a-am i-qà-ab-bi,would say as follows
46693,X_0 √i∫-na-a-ku-um-mi,Y_0 not <gap> the land of Kizzuwatna
46695,ßul-ma-ni-ßú-nu qe-reb¡ É.GAL ú¥-,Their gifts I [stored] within the palace.
46696,a-na lúq[e-pu]-ti <ina> mu⁄⁄i KUR Mu-uΩ-ri ap-qid,I appointed as 'su[pervis]ors' over [the entrance¿ of Egy]pt.
46698,"girgû, girrigû",«big cord»
46700,qe-re-b¡ É.GAL,within the palace
46701,mu⁄⁄i KUR Mu-uΩ-ri,the entrance of Egypt
46704,kù-ßè in-na-an-sum,will be sold for silver
46705,mu-ús-sa i-lu-ni lugal,next year of Iluni the king
46706,mu bàd uru ag-si-a ba-gul,year the wall of the city Agsia was destroyed
46707,mu bàd za-ab-ba-an ba-dím,year the wall of Zabbân was built
46708,mu AN zu-ur-ur-dam,year of the heaven phenomenon
46709,a-mur du-ur-ßu ßa ki-ma qé-e né-eb-[⁄u-ßú],Look at its wall which gleams like copper
46710,ul-tu ul-la-nu-um-ma ∂MA· ina ka-ßa-di-ßu iß-ßi NIM.MEﬁ GAL.MEﬁ ßa ∂a-nu-um i-pu-ßu ki-i Ωu-⁄i-ßu DINGIR.MEﬁ an-nu-ti lu-u NA'.ZA.GⁱN G∏-ia a-a am-ßi UD.MEﬁ an-nu-ti lu-u a⁄-su-sa-am-ma a-na da-riß a-a am-ßi,"Behold, O gods, I shall never forget (the significance of) my lapis lazuli necklace"
46711,mu ßu-nu-u⁄-ra-mu lugal,"The year when ﬁunu⁄ru-ammu, the king"
46712,sískur-re ∂da-gan ßa HAR-ri iq-qú-ú,offered a sacrifice to Dagan ßa ·AR-ri
46713,X_0 a-bi-i ßa é ∂kur,Y_0 the a-bi of the temple of Dagan
46714,a[-na] pa-ni a-bi-i ßa [é] ∂kur siskur-u,"to the front of the a-bi of the temple of Dagan, offerings"
46715,a-na ⁄a-sú¡-lim iß-t[u ﬁ]U-ia X_0 ﬁU-t[i ßa LUGAL EN-[ia],"Now, all the kings Y_0 the king of the Hurrians seek to plunder territories from my hand and from the hand of the king, my lord, and I guard them."
46716,i-na GIGIRmeß X_0 ER[‡Nmeß],in chariots Y_0 <gap>
46718,yu-uß-ßi-[ra-ni LUGAL],May the king permit me
46727,ummåmi Èß.nun.na‹ b™lni,"""Ahem, our lord may not"
46728,ßumma itti Èß.nun.na‹,If our lord cannot talk
46729,låma ebªrim Èß.nun.na‹,he may turn Eßnuna
46731,i-nu-ma X_0 erinÏ a-sí-rum il-qú-nim,when Y_0 seized three prisoners
46732,ßa iß-tu NG ù-na-a-da ub-lam,from NG brought (letters)
46734,*Hayyan(a)k-u (or *Håyyan(a)k-u) > ayyakku,an Akkadian word where the law of elision of the second short vowel in open unstressed syllable regularly applied
46736,LUGAL K‰.[DINGIR.RA‹],king of Bab[ylon]
46737,za-ni-in √é∫-[sag-íla],provider of the E[sagill
46738,IBILA a-[ßa-ri-du],the f[oremost] offspring
46739,ßa ∂[AG.IBILA.URØ],of [Nab-apla-uΩur]
46741,a-na KASKAL-ni,the road
46743,iš-hu-ṭi-amma Enkidu a-lâ iṣ-ṣa-[bat] X_0 qar-ni-[šu],Then Enkidu seized the Y_0 of Heaven by its horns
46744,URU ma-ag-da-lu,the place Magdalu
46748,lugal an-ub-da limmu-ba,king of the four quarters
46750,mu zi-im-ri-li-im gu-za gal a-na d[a-ga]n ßa ter-qa,year: throne of Dagan of Terqa
46751,mu zi-im-ri-li-im da-am-da-am ßa e-lu-hu-ut-tim,year: victory over Eluhut
46752,lú ki-na-te-e,permanent workers
46753,lú-meß e-lu-uh-ta-yi gibil,new Eluhutean men
46754,iti ma-al-ka-nim,month of royalty
46755,iti hi-bi-ir-tim,month of cleaning
46761,URUTi-wa-an-za-na-za kat-ta,Tiwaanzana (lower)
46768,ù EGIR ßu-a-te ia-a[ß]-p[u-r]a LUGAL EN-ia,"After this may the king, my lord, write to me"
46769,a-n[a ia]-ßi i-[na¿-an¿-na¿] ip-ßi,"Now, the deeds"
46770,[LUGA]L [E]N-ka UGU X_0 DUM[U L]a-ab-a-yu,"of [the kin]g, Y_0 [lo]rd, against the two sons of Lab¥ayu"
46771,[UGU¿-ka¿] y[i]-ß[a-ak¿-n]u,are p[lac]ed [before you]
46772,[ù lúDUMU¿ ßi¿-ip¿-r]i [ß]a¿ mMil-ki-lì,[And the messeng]er [o]f Milkilu
46773,[a-n]a m[u-⁄]i-[ß]u-ni yi-i[n'-n]a-bi-[i]l,was br[ou]ght in front of them
46774,[ù ka]-i[a-n]u-u[m] i-n[a] lìb-bi-ßu-ni,[and he is per]manently in their midst
46775,ÉN kat-ta-ri-tu' kat-ta-ri-tu',incantation 'kattaritu' 'kattaritu'
46776,ÉN ßá ißåtu (IZI),incantation of fever
46778,ÉN ka-ra-ra-tum,incantation kararatum
46779,ÉN kat-ta-ri-túm kat-ta-ri-túm abzu kat-ta-ri-túm níg-gu abzu kat-ta-ri-túm,incantation kattarítum kattarítum abzu kattarítum níg-gu abzu kattarítum
46780,ÉN ka-ra-ra-tum ka-ra-ra-tum(MIN) abzu ka-ra-ra-tum(MIN),incantation kararatum kararatum abzu kararatum
46781,ÉN me-ßè ba-da-ri,incantation me-ßè ba-da-ri
46789,"ururugal-la-[ta ba-ra-]e""",rises from the Nether World
46791,ha-la-at zu-mu-ra-tim,milk-giving (ewes and goats)
46792,ha-la-at za-ma-ra-tim,milk-giving (ewes and goats)
46793,lú.meš kirrum,a group of campaigners
46794,lú.meš kirram,a group of campaigners
46795,lú.me[š k]i-i[r-ru-um],of the Numheans
46796,lú.meš ša kirrim,men of a group of campaigners
46798,igi hu-mu-ni-in-duÒ,I do not see
46800,a-na Ku-di-∂<gap>,Say to Kudi-∂<gap>-se
46803,aß-ßum L∏.MEﬁ] ßa K‰.DINGIR.RA.KI,On behalf of the people of Babylon
46804,X_0 i-ba-ar-ra<gap>,Y_0 are not inspected
46805,i-na-an-na it-ti ﬂR<gap>,And now with the slave
46806,ßa-da-na-ad-di-nu 10 (sìla) KAﬁ LU[GAL],the people of KAR caused to be given 10 (sila) of ordinary beer
46807,é du-ub-la-ma-hu-um,dublamâhum (a building)
46810,rîß warhim,beginning of the month
46811,"dnin-ßubur, sukkalx gal an-na","For Nin-ßubur, the great messenger of An"
46812,mu-zu bur-gul-ßè sar-ra-ab,write your name in the manner of a stonecutter
46813,mu-ka ina pur-kul-li ßu-†ùr,write your name in the manner of a stonecutter
46814,X_0 ßa-al-ßi-im u'-mi-im,Y_0 the third day
46815,X_0 Ωe-ri-ka,Y_0 your place
46818,gemeÏ an-ni-tam X_0 ma-ru-uß-tim i-na me-si-ri-im kù-babbar-am ßi-im ga-me-er iß-qú-ul-ma lu-ú i-ßa-am-ßi,"with great Y_0 he paid the silver, at full price, and actually bought her"
46819,gemeÏ an-ni-tam X_0 ma-ru-uß-tim i-na me-si-ri-im kù-babbar-am ßi-im ga-me-er iß-qú-ul-ma lu-ú i-ßa-am-ßi,he paid Y_0 full price with bad grace and under duress
46820,a-bu-[um-wa-qar] / ugula dam-[gàr(-meß)] / dumu li-wi-r[u-um] / ìr a-bi-e-ßu-[uh(-ke')],"Abum-waqar, Overseer of the Merchants, son of Liwwirum, servant of Abießuh"
46821,e-ma ur-ha-am ße-na e-e†¡-la i-la-[k]a¿ ßa-di-a/ [e]-li-iß mu-ut-ti-ki¡ uz-na-aß-nu iß-ku-nu e-te¿-eq i-se-qú/ [(la¿) t]a¡-ma-ag-ri a¡-pu-uz-ri-im ta-hu-zi e-mu¡-uq¡ iß-te-en/ [t]e¿-†e-ri ßu-a-tu √iß¡-ßu∫-li-iß qú-ru-ud-ki tu-ba-li-†i ta-ap-pa-ßu,"[Wh]enever the two lads go to the mountain, [upw]ards, in front of you, they put their attention. – He passes by. – They are narrow. [Not?] conceding you hid out. – powerful is the one. You have saved him on his road with your heroism. You have brought back to life his companion."
46822,sikkatam ana pîm mahâsum,to drive a peg into the mouth
46823,i-na qa-qa-ar X_0 ši-i i-na pí-šu ú-šé-em,at the Y_0 where this word came out of his mouth they will drive a sikkatum into his mouth
46824,X_0 ši-it pí-šu,Y_0 accordance with his word
46825,i-na-an-[na] a-nu-[um-m]a da-aΩ-ma,now then the matter is as follows
46826,ßa na-ga-at-mi-iß [a-n]a Ωe-er be-lí-ia it-ta-al-[k]am,which Nagatmis went to my lord
46827,b[e]-lí i-ßa-ri-iß li-pu-ul-[ß]u,may my lord show him favor
46828,é ti-gu-na-nim pa-na-nu-um wa-[a]r-ki,the house of Tigunânum was in front and behind
46829,µia-ah-<du>-un-li-im a-bi-ka il-[l]i-ik,Yahdun-Lîm your father went
46832,Adad-nerari sar kurAßßur ba-ba-a-iddina sar kurKar-du-ni-aß it-ti a-ßa-meß,Adad-nerari (III) king of Assyria and Baba-a-iddina king of Karduniaß towards each other
46833,ik-nu-ßu-ma GIßGESTIN iß-tu-ma du-muq KUR-ßú-nu ú-kín-nu,bowed and drank wine. The welfare of their lands they established
46834,ßi-pir LU um-ma-ni-ßú ilani,"The work of his craftsmen, the gods"
46835,niß-meß ßal-lu-te X_0 aß-ri-ßú ú-te-er,He returned Y_0 people who had been abducted
46836,iß-qu gi-na-a ßE.PAD-meß ú-kín-ßú-nu-ti,"He established for them an income, a regular contribution, barley rations"
46842,a-rá min-nu-ú DU-ma,By what should I multiply
46843,ti-di ina pi-i ßèr-ti pa-na ba-ba-la,"You know (how) to forgive in the ""mouth"" of punishment (and)"
46845,∂AMAR.UTU ti-di ina pi-i ß[èr]-ti pa-na ba-ba-la,"Marduk, you know (how) to forgive in the ""mouth"" of puni[sh]ment (and)"
46849,ina pe-e ta-⁄a-zi: ina pa-an ta-⁄a-zi [ina a-la-ki-ia],"[When I go] in the ""mouth"" of battle: in front of battle,"
46850,máß.sag.kur.kur.ra me.e ßi.in.ga.[mèn.na],"[I, but only I, am] the commander of all lands."
46851,ina pi-i ka-ra-ße-e na-di ﬂR-ka,"Your slave is cast in the ""mouth"" of annihilation,"
46855,an-da gú-lá,"embracing the sky,"
46856,∂za-ba'-ba' zà-me,"to Zababa, praise!"
46857,kiß SIG NA √X∫,"Kiß, <gap>,"
46858,ur-sag an-da gú-lá-lá,mountain embracing the sky!
46859,LÚ ma-a-nim X_0 BÀD la ú-ur-ra-ad,No <gap> Y_0 descend from the wall.
46860,bît asîrî,bît asîrî
46861,X_0 am-ma-tí ßí-du,Y_0 area of <gap> cubits
46862,pu-tù qá-qí-ri pá-ú-ú-tí,uncultivated lot
46863,qá-qí-ri ßí-a-ma-at,inherited from
46864,a-na ßí-mì-im,For its price
46865,i-dí-nu-ma ù-ßa-bi'-ú-ßu,they sold it and satisfied
46866,a-na qá-qí-ri ßu-nu-tí,To the field (that is being sold)
46867,ma-ma-an X_3 X_0 X_1 X_1,nobody Y_3 Y_0 Y_1 Y_1
46868,IGI Re-ßi-a,witness: Rºßiya
46869,IGI Pa-ka-a,witness: Pakâ
46870,IGI Za-bu-UR.SAG,witness: Zabu-qarråd
46871,li-mu mR-dé-ru-a DUMU dA-ßur-ba-ni,eponymy Urad-erªa son of Aßßur-båni
46872,X_0 DUMU.ŠME̊,Y_0 the sons
46873,1/2 GU.UN ŠÉG.HI.A UKU.ŠHI.A,half talent of wool (as) the allotment
46875,X_0 m#EN-iq-bi lúTIL.GÉD.DA,"Y_0 given to Bêl-iqbi, the qºpu"
46880,LUGAL TIN.TIR.KI,King of Babylon
46881,LUGAL KUR.KUR,King of the Lands
46882,X_0 SÍG.HI.A eš-ru-ú,"Y_0 of wool, the tithe"
46884,lúSANGA Sip-par-ki,the ßangû of Sippar
46887,ITI.AB UD.7.KÁM,"Month of Tebêtu, seventh day"
46889,LUGAL KUR.KUR.ME,King of Lands
46893,ka-#ir kam-me-ßú,true authorship
46894,∂en-ki lugal ki.ág gá.ni.ir,Enki his beloved lord
46895,abzu ki.ág gá.ni [mu].na.dù,his beloved Apsû he rebuilt
46896,∂amar.∂e[n.zu] nibru‹-a ∂en.líl.le mu.pà.da,"Amar-Sin, whose name Enlil spoke in Nippur"
46897,sag.uß é ∂en.líl.ka,the glory of the house of Enlil
46898,lugal an.ub.da límmu.ba.ka,king of the four quarters
46899,∂en.ki lugal ki.ág.gá.ni.ir abzu ki.ág.gá.ni mu.na.dù,"Enki his beloved lord, his beloved Apsu he rebuilt"
46901,DIﬁ ina lu-'-i ZAG GAR<gap> ina GØB<gap>,"if there is (a mole) on the l. on the right,<gap> on the (l. on the) left<gap>"
46902,bi-ta-an NUNDUM,the interior of the lip
46905,∏.·I.A ﬁEﬁ ana UGU KA-ßú MAR-ma ina-eß,you apply bitter herbs to the upper part of his mouth and he will recover
46907,X_0 úr-ba-ti é-babbar-ra,Y_0 the occasion of the urubâtum ceremony of the Ebabbar
46908,X_0 ú-ru-ba-at é ∂da-gan,Y_0 the urubâtum ceremony of the temple of Dagan
46913,in rí-ma-ti INANNA tár-a-mu-šu,through the love which Inanna/Ißtar showed him
46914,íš-te' INANNA in É.AN.NA-ki-im,From Inanna/Ißtar in Eanna
46915,ißtu AN-e ana qé-reb a-a-ki ú-ße-ri-da,who brought down Ißtar from heaven into the Ayakku
46916,a-⁄u-lap-ki be-let É.AN.NA qud-du-ßú ßú-tùm-mu el-lu,"mistress of Eanna, whose cudgels are pure"
46917,ú-ße-piß BÀD ßá UNUG‹ su-pu-ri ßá É.AN.NA qud-du-ßú ßu-tùm-mu el-lu,"he (Gilgameß) built the wall of Uruk-the-Enclosure, of holy Ayakku the pure treasury"
46920,kªß] MUﬁEN.·I.A mU-ra-u∆a-an[-daß(?) <gap> außta,These] birds Urawan[da <gap> observed.
46926,e-peß dul-lu,workers doing work
46927,gi-né-e a-ki-tu',regular offering (for) the akītu temple
46928,GIŠ.ØR.MEŠ te-lit-tu',Beams expenditure
46929,X_0 a-ki-tu' il-li-ki,Y_0 the akītu (temple) he went
46930,ana ma-dak-ti a-na pa-ni LUGAL,for military expeditions before the king
46931,ku-uk-DINGIR ßà-ni-ip-GAL,Kukili Sanip-GAL
46932,ITU sa-ba-†i-im,month of Sabatum
46935,X_0 ni-ri-[im ßa mul ¤mar-gíd-da],Y_0 the Yoke of the Chariot
46936,ni-iq na-wa-ar [u'-mi-im],morning offerings
46938,ni-iq q[a*-ab-li-tim],offerings at midnight
46943,d.IﬁKUR hal-lab,Adad of Aleppo
46945,i-nu-me da-mu-√ú∫,when bloodshed
46946,ßa DUMU d]A-ßur X_0 a-li-kà,concerning the citizen(s) Y_0 Ashur in your city and country
46947,ú-ma]-√tí∫-kà i-ni-pu-ßu-ni,has been done
46948,hu-lu-]qá-um i-ba-ßí-ú-ni,there are losses
46949,a]-√na∫ da-me-e ßí-im-√tám∫,for the bloodshed done
46950,ta-]dá-na-ni-a-tí-ma ni-du-wa-ak,you shall give us the principal murderer then we shall kill him
46951,ßu-ma da-mu X_0 ma-tí-kà,when bloodshed Y_0 taken place in your country
46952,i-ta-áb-ßí da-i-ki,"has taken place, you should give us the murderer"
46953,X_0 ta-du-nu-ni-a-tí-ma lu ni-du-ku,Y_0 that we may kill him
46954,ßu-ma DUMU A-ßùr DUMU Kà-ni-iß,If a citizen of Ashur has been indebted to a Kanishian
46955,i-ta-ah-ba-al-ma X_0 ma-tim,and Y_0 gone to another country
46956,ßa-ni-tim i-ta-la-ak a-pu-hi-ßu,"has gone to another country, they shall not seize"
46957,tá-am-kà-ra-am ßa-ni-a-am a-hi-a-am,"another merchant, a colleague"
46958,X_0 a-hu-ßu lá i-Ωa-bu-tù-ni ha-bu-la-nam,"Y_0 his brother in his place, the creditor should look for"
46959,ßí-im-tám i-ßé-e-ú-ni,the accused of principal
46963,"mu ia-di-ha-a-[b]u lugal, an-nu-ni-tam ßa qúl¡-tim ú-di-ßu",year name of Yadihâbu
46964,"mu ia-d[i]-ha-a-bu lugal, an-nu-n[i]-tam ßa qúl-tim, ú-[u]d-di-ßu",year name of Yadihâbu (envelope version)
46965,an-nu-ni-tam ßa mun≈,Annunîtum of salt
46966,ha-a†-†á ßa †à-ab-tim/mun≈,Hattâ of salt
46969,sâgu or sagû,to raid
46976,X_0 (GUR) 2 (PI) 3 BÁN šZ‰.LUM.MA ZAG.LU EBUR A.ŠÀ MU,"Y_0 gur, 2 pi, 3 ban of dates, interest, harvest, field"
46977,X_0 MA.NA 16 GÍN KÙ.BABBAR BABBAR-ú nu-uš-šu-tu,Y_0 mina and 16 shekels of white silver of the nuššutu quality
46978,KÙ.BABBAR i-na šE.GÁM,silver in barley measure
46979,šE.NUMUN zaq-pi,planted field
46980,šE.NUMUN pi-i šul-pu,field on the bank of the inundation
46981,8 GÍN KÙ.BABBAR 1 GUR ŠE.BAR 1 GUR 1 (PI) X_0 BÁN ŠE.GIG.BA,"Eight shekels of silver, one kor of barley (as well Y_0 one kor, one pånu (and) three seahs of wheat"
46982,uruA.GA.AD ša Ålu UGU-i,Akkad on Nâr-Sîn
46983,iti-APIN U4 26 KAM,"Marheshvan (VIII), day 26"
46984,É ·U.GUR ßá Aﬁ DUL(!) é-zi-da,temple of Nergal on the mound of Ezida
46987,UZU ßá GU4 UDU NIT‰ iΩ-Ωur ù pu-⁄a-da UDU NIT‰,"meat of oxen, sheep (= mutton), fowl (and) lamb"
46988,ma-⁄i-ir ba-ba-ta-ßú,Gate Guard
46989,KAﬁ ßi-ilmeß,what follows KAﬁ is unexplained
46991,DA É ∂nin-urta ßá é.zag.irÔ.ra,"house, sanctuary of the Mighty One"
46992,pa-ni dXXX ßá é.dim.an.[n]a,Offerings to Sîn of é.dim.an.na
46994,X_0 sà-ú-dim,Y_0 the sa'udum
46995,X_0 i-ßé-ra-tim,Y_0 the ißerâtum
46996,X_0 sà-ú-tim,Y_0 the sa'utum-fund
46997,X_0 i-ßí-ra-tim,"Y_0 the ""normal""-fund"
46999,i-n]a ma-ri iti ∂da-gan u' 1*-[ka]m,in the month of Dagan
47001,X_0 nì-gub mu-ßi-im,Y_0 the evening meal
47002,udu-há ßa-am-mi,grass-fed sheep
47003,ßa iß-tu ká-dingir-ra‹ il-li-ku-nim,from Babylon they came
47004,X_0 kaskal wa-ar-ki-√tim ßa ißtu e-la-am-tim il-li-ku-nim,Y_0 the road behind from upstream they came
47005,um-ma I-tur'-DINGIR-ma X_0 A-lá-bi'-im ú Sà-ah-ri-DINGIR qí-bi'-ma,"From Itur-il, Y_0 Alabum and Sahar-il"
47006,a-ßí-im . ßa uß-té-bi'-lá-ku-ni-/ma a-ru-ba-im . ta-ta-dí-nu,all the aßiu iron that I sent to you and which you gave to the king
47007,lu a-ßí-ni-ßu . lu a-ßa-lá-ßí-/ßu ßa SIGÌ wa-at-ru-/tim,two or three of the excellent (mules)
47008,ßa lá-na-am e-li-ú-ni ú ßí-na-am Ωa-hu-ru-ni,which are tall in stature (lånu) and small in the teeth
47010,ßa¡ GU' . ßa ga-tám e-li-ú-ni . a-ma¡-ra-/im,(some) of the ox(en) which are tall in stature (gattu) to be fattened
47011,3 G‡N X_2 ﬁE a-mu-tám . a-na Sà-ha-ar-DINGIR X_0 X_0 Ωé-er A-zu lu-ub-lam,Give 3 Y_2 and 15 grains of amªtu Y_0 Y_0 Sahar-il and let him bring it to Azu
47012,ina gißGU.ZA AD-[ia la uß-ßá-bu],on the throne of my father [was not established]
47013,dIM u A-∂[IM X_0 parakki??],Adad and Adi[m Y_0 the sanctuary??]
47014,ki-i iß-ku-nu urua[n-at a-na da-ad-mu],when they established Ana[t for dwelling]
47015,it-tu-ru i-na X_0 [MU.AN.NAmeß],returned in Y_0 [years]
47016,ßá uruan-at i-ß[a-ru AD-ia],when Anat was released [by my father]
47017,X_0 NAMmeß-ßú ki-i i[l-li-ku],Y_0 its destiny when [it went]
47018,a-na-ku ina giß[GU.ZA] AD-i[a ú-ßib-(ma)],I on the throne [of my father sat]
47019,gi-na-né-e ù SIS[KURmeß ú?-ßá?-tir?],steadfastness and offerings [were?-estab-lished?]
47020,ßá ina gißGU.ZA ßá AD-ßú ú-ßi-ba,when he ascended the throne of his father
47021,lúRa-ìl-a-a ina il-ki man-da-at-tu X_0 ú-zak-ki-ßu-nu-ti,did not exempt the Y_0 of Ra'il from ilku-duty and tribute
47022,lú Ra-ìl-a-a la-pa-an KUR Su-⁄i it-ta-bal-kit,the people of Ra'il rebelled against the land of Suhu
47023,m.dAK.MU.SI.S‰ ina KUR Babilu il-li-kam-ma,Nabu-ßuma-lißir came from Babylonia
47024,lúGAR.KUR Su-⁄i,governor of the land of Suhu
47026,man-za-az e-ni,"[bu]-ru || KI.EN.DU"""
47028,KUR za-ban,land of Zamban
47029,É.GAL md30-PAP.MEŠ-SU,palace of Sennacherib
47030,MAN KUR Aš,king of Assyria
47031,a-na ∂U.GUR EN-ßú md30-ﬁEﬁ.MEﬁ-eri'-ba,"For (god) Nergal his lord, Sennacherib"
47032,MAN KUR Aß-ßur É.GAL.LAM.MES ßá qé-reb URU Tar-bi-Ωi,"the king of Assyria; The temple of É.GAL.LAM.MES, within the city of Tarbiζu"
47033,ul-tu UﬁÒ-ßú a-di gaba-dib-bi-ßú DØ-uß ú-ßak-lil,he completely (re)built (it) from its foundation to its paraphet
47034,"i-na sag iti i+na u'-ná-a a-d[i la] uß-ta-pu-ú uru‹ ú-kap-pa-ru, 1/2 qa dabin 1 dug hu-<bar> ßa é AN-lì [<gap> ud]u lú-meß nu-pu-ha-nu X_0 ∂en ak-ka siskur-u","at the beginning of the month when the town purification rites are not yet completed, 1/2 qa flour, 1 vessel of refined [metal] Y_0 the temple of An [x sheep] men do not gather for an offering to En akka"
47035,u-um a-kà ßí-ni-iß ì-ru-b[u],the day when Akka entered again
47036,iß-tu u'-mi an-ni-im,from this day
47037,X_0 uru-HAL-KI,Y_0 the city of Halku
47038,"i-nu-ma NP, X_0 uru HAL-KI il-li-ik",when (person) Y_0 to the city of Halku
47039,"ßum-ma µa-a, iß-tu ká-bi uru pap-Aﬁ-há, i-li-a, 30 gín kù-babar ì-lá-e-meß, é-ta-ßu li-il-qì","if he emerges from the gate of the city of PAP.Aﬁ, on condition of repaying the 30 shekels, he may take back the house which was his"
47040,"a-nu-ma µmaß-ru-wi-i dumu-ia X_0 kur ßa-ni-tim¡-ma, a-ßi-ib ßum-ma il-la-a, ƒ∂U-mil-ki, ama-ßú li-ip-làh","if my son Y_0 goes to a foreign land and settles, should he return, may he respect his mother"
47041,"ù ßum-ma NP [iß-tu kur ßa-ni-tim] la-a, id-<de>-ek-ki",if (my son) does not return from the foreign land
47042,"ßum-ma dumu-mí ak-ka-li dam-ti-ia, X_0 ƒNP dumu-mí nu-gig, ti-im-ßa-ak a-na ha-la ßa ad-din-aß-ßi, lu-ú ta-al-li-ik","If a daughter of Y_0 wife Akkali<gap> to Pahêtu, the qadißtu-woman, let her enter into the share which I gave her (= Pahêtu)<gap>"
47043,tilmun‹ maganna meluhha qereb tâmtim mala baßû id[dªkª],"Tilmun, Maganna, Meluhha in the midst of the sea as many as there were [killed]"
47044,ißtu Ωîtîya mamman ßa ana ilim ugallilu ul ibaßßi,From my house no one who disobeys the god exists
47045,kalûßunu qîbam ßa ilimma ukâl,All of them kept the word of the god
47046,pânânum Ilâ-kabkabû u Yagîd-Lim nîß ilim dannam ina birîtîßunu izkurûma,Previously Ilâ-kabkabû and Yagîd-Lim swore a strong oath of the god between them
47047,Ilâ-kabkabû ana Yagîd-Lim ul ugallil,Ilâ-kabkabû did not disobey Yagîd-Lim
47048,Yagîd-Lim ana Ilâ-kabkabû ugallil,Yagîd-Lim disobeyed Ilâ-kabkabû
47049,Sûmu-Yamam qâtam ßa abîßuma Yahdullim ir†ub iteppußam,Sûmu-Yamam seized the hand of his father Yahdullim and carried it out
47050,ana lâ damqâtim,to act inamicably
47051,gullulâtîya ßa ana b™lîya ugallilu,the sins that I have committed against my master
47052,1 GUR ZÚ.LUM.MA,One kor of dates
47055,Z∏.LUM.MA gam-ru-tu',dates in their entirety (full amount)
47056,diß mul.né-bi-ru iß-du-ud-ma dingir.meß i-ze-en-nu-ú mi-ßá-ru gál-ßi,"If Jupiter is late: The gods will be angry, there will be justice"
47057,nam-ra-a-ti iß-ßá-a za-ka-a-ti id-da-al-la-⁄a ßèg.meß u illu.meß kud.meß,"bright things will become confused, clear things blurred, rain and flooding will be cut off"
47058,ßam-mu im-ma-⁄a-aΩ kur.kur id-da-al-la-⁄a dingir.meß síßkur ul i-ma⁄-⁄a-ru,"grass will be beaten down, all lands will be thrown into confusion, the gods will not receive offerings"
47059,taΩ-li-ti ul i-ße-mu-ú urÌ.úß.meß lú.⁄al ul i-tap-pa-lu,"will not listen to supplications, they will not answer the diviner's queries"
47060,diß mul.né-bi-ru sar-ma dingir.meß silim.ma tuk.meß mi-ßìr-ti gál-ßi,"If Jupiter rises (on time): The gods will have peace, there will be calamities"
47061,e-ßá-a-ti i-nam-mi-ra dal-⁄a-tum i-zak-ka-a,"confused things will become bright, blurred things will become clear"
47062,ßèg.meß u illu.meß du.meß diß en.te.na ana buru#' diß buru#' ana en.te.na uß-ta-bar-ri,"rain and flooding will come, winter grass will last till harvest, harvest grass will last till winter"
47063,kur.kur ki.tuß ne-e⁄-tú tuß.meß dingir.meß síßkur i-ma⁄-⁄a-ru taΩ-li-ti i-ße-mu-ú uzu.urÌ.meß lú.⁄al i-tap-pa-lu,"all lands will dwell in peace, the gods will receive offerings, they will listen to supplications, they will answer the queries of the diviner"
47064,"a-ßa-re-ed lugal-ri, mu-ka-an-ni-iß, da-ad-mi, íd-buranun-na, ì-tum ∂da-gan, ba-ni-ßu, ßu ig-mi-lu, ni-ßi me-ra‹, ù tu-tu-ul‹","The foremost amongst kings, the subduer of (the dwellers in) the towns beside the Euphrates by the oracular command of Dagan his creator, who showed grace to the people of Mari and Hit."
47065,"a-ßa-re-ed lugal-ri, mu-ka-an-ni-iß, da-ad-mi, íd-buranun-na, ì-tum ∂da-gan, ba-ni-ßu, ßu ig-mi-lu, ni-ßi me-ra‹, ù tu-tu-ul‹","Leader of kings, who subdues the settlements along the Euphrates River by the oracular command of the god Dagan, his creator, who showed mercy to the people of cities of Mari and Tuttul."
47066,mu.2.kam Iah-ßi-ar-ßú lug[al] √kur.kur∫,"Year 2 of Jahsiarsú, king of kings"
47067,a-na u4-mu 3 máß ßá tar-ka-su-ú,For 3 days of takkasû
47068,igimeß padhi.a ßá Iki-rib-tú,witnesses of the offering of Kiribtu
47069,a-ßú ßá I.d30-ße-mi lúku4.é,"son of Sin-shemi, a gatekeeper"
47072,tu-iß urumá-rí qa-ti ik-ta-aß-du,I have arrived at Mari
